"year","SSB","SSB_sd","Recruit","Recruit_sd","SPR","SPR_sd","F","F_sd","Depletion","Depletion_sd","lifehistory","iteration","Rest","SigmaR","Fscen","Lyears","Nsamp","Rich","SSBmsy","MSY","Fmsy","max_grad","LN_R0","Selex_peak","Selex_shape","SSB0"
23,84347.1,NA,21942.8,NA,0.9393344,NA,0.00330107,NA,0.966112,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
24,84169.9,NA,21937.7,NA,0.9372745,NA,0.0034183,NA,0.964082,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
25,83990.9,NA,21932.5,NA,0.9352215,NA,0.00353548,NA,0.962032,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
26,83810.4,NA,21927.3,NA,0.9352216,NA,0.00353499,NA,0.959965,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
27,83639.1,NA,21922.3,NA,0.857878,NA,0.00826745,NA,0.958002,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
28,83052.6,NA,21905,NA,0.790028,NA,0.0129715,NA,0.951285,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
29,82067.6,NA,21875.6,NA,0.730152,NA,0.0176429,NA,0.940002,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
30,80707.9,NA,21834,NA,0.67703,NA,0.0222768,NA,0.924429,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
31,79004,NA,21780,NA,0.629666,NA,0.0268683,NA,0.904912,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
32,76991.7,NA,21713.6,NA,0.587247,NA,0.031413,NA,0.881863,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
33,74711.1,NA,21634.5,NA,0.549096,NA,0.0359063,NA,0.855741,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
34,72205.1,NA,21542.5,NA,0.514654,NA,0.0403439,NA,0.827037,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
35,69517.8,NA,21437.5,NA,0.483448,NA,0.0447221,NA,0.796257,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
36,66693,NA,21319.3,NA,0.455079,NA,0.0490374,NA,0.763902,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
37,63773.2,NA,21187.6,NA,0.42921,NA,0.0532866,NA,0.730458,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
38,60798.3,NA,21042.3,NA,0.405552,NA,0.0574669,NA,0.696384,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
39,57804.7,NA,20883.3,NA,0.383857,NA,0.0615757,NA,0.662095,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
40,54825.1,NA,20710.6,NA,0.363912,NA,0.065611,NA,0.627966,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
41,51887.6,NA,20524.2,NA,0.34553,NA,0.0695711,NA,0.594321,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
42,49016.3,NA,20324.2,NA,0.328551,NA,0.0734549,NA,0.561433,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
43,46230.7,NA,20110.8,NA,0.312834,NA,0.0772618,NA,0.529527,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
44,43546.3,NA,19884.3,NA,0.298255,NA,0.0809913,NA,0.498779,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
45,40974.5,NA,19645.2,NA,0.284706,NA,0.0846442,NA,0.469322,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
46,38523.4,NA,19393.9,NA,0.272091,NA,0.0882212,NA,0.441247,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
47,36197.8,NA,19131.2,NA,0.260325,NA,0.0917239,NA,0.414609,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
48,33999.8,NA,18857.5,NA,0.249333,NA,0.0951541,NA,0.389433,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
49,31929.1,NA,18573.8,NA,0.239047,NA,0.0985143,NA,0.365716,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
50,29983.8,NA,18280.8,NA,0.229408,NA,0.101807,NA,0.343435,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
51,28160.2,NA,17979.3,NA,0.220362,NA,0.105035,NA,0.322547,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
52,26453.6,NA,17670.2,NA,0.21186,NA,0.108201,NA,0.303,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
53,24858.4,NA,17354.2,NA,0.203859,NA,0.111308,NA,0.284728,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
54,23368.5,NA,17032.3,NA,0.196321,NA,0.11436,NA,0.267663,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
55,21977.6,NA,16705,NA,0.189209,NA,0.117358,NA,0.251732,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
56,20679.3,NA,16373.2,NA,0.189209,NA,0.116646,NA,0.23686,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
57,19558.6,NA,16063.7,NA,0.189209,NA,0.116012,NA,0.224024,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
58,18589.6,NA,15776.8,NA,0.189209,NA,0.11546,NA,0.212925,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
59,17749.3,NA,15512.1,NA,0.189209,NA,0.114988,NA,0.203301,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
60,17017.6,NA,15268.5,NA,0.189209,NA,0.114591,NA,0.19492,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
61,16377,NA,15044.2,NA,0.189209,NA,0.11426,NA,0.187582,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
62,15812,NA,14837.4,NA,0.197024,NA,0.110041,NA,0.18111,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
63,15386.9,NA,14675.8,NA,0.205356,NA,0.10593,NA,0.176242,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
64,15080.8,NA,14556.1,NA,0.214251,NA,0.101904,NA,0.172735,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
65,14876.3,NA,14474.6,NA,0.223763,NA,0.097943,NA,0.170393,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
66,14759.9,NA,14427.5,NA,0.23395,NA,0.0940247,NA,0.16906,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
67,14720.6,NA,14411.6,NA,0.24488,NA,0.090129,NA,0.168609,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
68,14749.7,NA,14423.4,NA,0.256626,NA,0.0862383,NA,0.168944,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
69,14840.9,NA,14460.3,NA,0.269274,NA,0.0823379,NA,0.169988,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
70,14989.3,NA,14519.8,NA,0.282919,NA,0.0784171,NA,0.171688,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
71,15192,NA,14599.9,NA,0.297672,NA,0.0744681,NA,0.174009,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
72,15447.4,NA,14699.1,NA,0.313657,NA,0.0704868,NA,0.176935,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
73,15755.4,NA,14816.2,NA,0.331015,NA,0.066471,NA,0.180462,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
74,16116.8,NA,14950.1,NA,0.349915,NA,0.0624188,NA,0.184602,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
75,16533.8,NA,15100.1,NA,0.370544,NA,0.0583292,NA,0.189378,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
76,17008.9,NA,15265.5,NA,0.393123,NA,0.0542009,NA,0.19482,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
77,17545.8,NA,15445.6,NA,0.417911,NA,0.050032,NA,0.200969,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
78,18148.3,NA,15639.7,NA,0.44521,NA,0.0458201,NA,0.20787,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
79,18821.1,NA,15847.1,NA,0.475377,NA,0.0415625,NA,0.215576,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
80,19569.3,NA,16066.8,NA,0.508835,NA,0.0372566,NA,0.224147,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
81,20399,NA,16297.9,NA,0.508835,NA,0.0374124,NA,0.23365,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
82,21205.8,NA,16511,NA,0.508835,NA,0.0375522,NA,0.242891,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
83,21986.8,NA,16707.3,NA,0.508836,NA,0.037676,NA,0.251837,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
84,22740.3,NA,16887.9,NA,0.508835,NA,0.0377842,NA,0.260467,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
85,23465.3,NA,17054.1,NA,0.508836,NA,0.037878,NA,0.268771,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
86,24162,NA,17207.2,NA,0.508838,NA,0.0379597,NA,0.276752,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
87,24831.5,NA,17348.7,NA,0.508837,NA,0.038032,NA,0.28442,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
88,25475.4,NA,17479.8,NA,0.508838,NA,0.0380971,NA,0.291795,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
89,26095.6,NA,17601.7,NA,0.508837,NA,0.0381576,NA,0.298899,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
90,26694.1,NA,17715.5,NA,0.508838,NA,0.0382146,NA,0.305755,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
91,27272.7,NA,17822,NA,0.508838,NA,0.0382696,NA,0.312382,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
92,27832.7,NA,17922.1,NA,0.508839,NA,0.0383232,NA,0.318796,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
93,28374.9,NA,18016.2,NA,0.508839,NA,0.0383755,NA,0.325006,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
94,28899.8,NA,18104.9,NA,0.508839,NA,0.0384264,NA,0.331018,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
95,29407.5,NA,18188.5,NA,0.508839,NA,0.0384759,NA,0.336834,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
96,29898.1,NA,18267.2,NA,0.508839,NA,0.0385237,NA,0.342453,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
97,30371.5,NA,18341.4,NA,0.508839,NA,0.0385696,NA,0.347875,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
98,30827.4,NA,18411.2,NA,0.508839,NA,0.0386135,NA,0.353097,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
99,31265.7,NA,18476.9,NA,0.508839,NA,0.0386555,NA,0.358118,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
100,31686.5,NA,18538.7,NA,0.508839,NA,0.0386952,NA,0.362937,NA,"long_slow",1,"R_biasadjusted","Deterministic","F1","L100","perfect",FALSE,25237.5,2497.55,0.0613923,0.0338638,9.99994,42.0002,5.10001,43652.85
1,162171,798.536,22026.2,332.87,0.9875665,3.49298e-05,0.000756271,4.40065e-06,1,0,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
2,162045,798.497,22024.3,334.174,0.9855181,4.06335e-05,0.000882248,5.13715e-06,0.999223,3.6733e-06,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
3,161901,798.433,22022.2,334.103,0.9834764,4.63062e-05,0.0010082,5.87569e-06,0.998332,7.89822e-06,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
4,161739,798.329,22019.8,334.025,0.9814414,5.19558e-05,0.00113412,6.61765e-06,0.997335,1.53104e-05,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
5,161562,798.192,22017.1,333.941,0.9794131,5.76377e-05,0.00126002,7.36496e-06,0.996241,4.35553e-05,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
6,161370,798.183,22014.3,333.85,0.9773914,6.34716e-05,0.00138589,8.11958e-06,0.995057,0.000113535,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
7,161165,798.679,22011.2,333.753,0.9753764,6.95697e-05,0.00151174,8.88296e-06,0.993793,0.000223665,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
8,160948,800.015,22008,333.649,0.9733678,7.59694e-05,0.00163757,9.65593e-06,0.992454,0.000358183,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
9,160720,802.251,22004.6,333.539,0.971366,8.26429e-05,0.00176337,1.04384e-05,0.991048,0.000500962,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
10,160482,805.217,22001,333.423,0.9693706,8.9536e-05,0.00188915,1.12299e-05,0.989581,0.000640896,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
11,160234,808.646,21997.3,333.299,0.9673817,9.65872e-05,0.0020149,1.20291e-05,0.988056,0.000771695,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
12,159979,812.271,21993.5,333.169,0.9653993,0.000103738,0.00214063,1.28346e-05,0.98648,0.000890338,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
13,159715,815.866,21989.5,333.031,0.9634232,0.000110934,0.00226633,1.3645e-05,0.984855,0.00099578,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
14,159445,819.264,21985.4,332.885,0.9614537,0.000118129,0.002392,1.44587e-05,0.983188,0.0010881,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
15,159168,822.348,21981.2,332.732,0.9594904,0.000125283,0.00251766,1.52744e-05,0.981479,0.00116799,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
16,158885,825.047,21976.9,332.571,0.9575336,0.000132364,0.00264328,1.6091e-05,0.979735,0.00123644,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
17,158596,827.32,21972.5,332.402,0.9555829,0.000139346,0.00276889,1.69073e-05,0.977956,0.00129457,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
18,158303,829.152,21968,332.226,0.9536386,0.000146209,0.00289446,1.77225e-05,0.976147,0.00134353,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
19,158005,830.546,21963.5,332.043,0.9517006,0.000152936,0.00302001,1.8536e-05,0.97431,0.0013844,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
20,157703,831.514,21958.8,331.854,0.9497688,0.000159515,0.00314553,1.93472e-05,0.972447,0.0014182,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
21,157397,832.076,21954.1,331.659,0.9478432,0.000165938,0.00327104,2.01556e-05,0.97056,0.00144585,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
22,157088,832.254,21949.3,331.458,0.9459237,0.000172195,0.00339651,2.09609e-05,0.968653,0.00146818,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
23,156775,832.075,21944.4,331.25,0.9440103,0.000178284,0.00352196,2.17628e-05,0.966726,0.00148591,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
24,156460,831.562,21939.5,331.033,0.9421032,0.000184198,0.00364738,2.2561e-05,0.964782,0.00149968,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
25,156142,830.743,21934.5,330.805,0.940202,0.000189938,0.00377278,2.33555e-05,0.962822,0.00151006,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
26,155822,829.64,21929.5,330.564,0.940202,0.000189846,0.00377265,2.33685e-05,0.960848,0.00151751,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
27,155520,828.283,21924.8,330.311,0.868279,0.000388276,0.00882335,5.46691e-05,0.958985,0.0015224,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
28,154428,826.465,21907.5,329.892,0.804666,0.000538707,0.0138464,8.61956e-05,0.952252,0.00152765,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
29,152578,824.114,21877.9,329.309,0.748089,0.000654727,0.0188398,0.000118334,0.940844,0.00153423,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
30,150018,821.117,21835.7,328.568,0.697513,0.00074611,0.0238019,0.000151447,0.925056,0.00154355,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
31,146810,817.342,21781.1,327.669,0.652094,0.000820026,0.0287311,0.000185873,0.905275,0.00155713,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
32,143028,812.67,21713.9,326.617,0.611134,0.000881813,0.033626,0.000221927,0.881955,0.0015763,"long_fast",1,"R_unadjusted","Deterministic","F1","L100","perfect",FALSE,48391.5,4676.62,0.0741219,0.000472652,9.99999,42,5.1,81085.5
